address;district;area;bedrooms;garage;type;rent;total;cep;Zona
Rua Fiandeiras;Vila Olímpia;67;2;1;Apartamento;3771;5186;04506-000;Sul
Rua da Consolação;Consolação;38;1;1;Apartamento;1400;2228;01047-020;Central
Rua Armando Ramos Filho;Moinho Velho;40;1;0;Apartamento;1200;1347;02929-100;Norte
Avenida Moreira Guimarães;Indianópolis;58;2;1;Apartamento;1890;2998;04086-010;Sul
Rua Doutor Luís Barreto;Bela Vista;31;1;0;Studio e kitnet;1200;1720;01328-020;Central
Rua Domingos Ataide;Parque Reboucas;46;2;1;Apartamento;1200;1797;05734-130;Oeste
Rua Dom Constantino Barradas;Vila Gumercindo;64;2;1;Apartamento;3300;4130;04134-110;Sul
Rua Marie Nader Calfat;Jardim Ampliação;47;1;1;Apartamento;2700;3414;05713-520;Oeste
Rua Doutor Luiz Migliano;Jardim Caboré;75;3;1;Apartamento;2280;3457;05711-000;Oeste
Rua Dona Aurora Alegretti;Jardim Caravelas;125;3;2;Casa;6000;6423;04728-090;Sul
Rua Joaquim Guarani;Jardim das Acacias;19;0;0;Studio e kitnet;1970;2404;04707-060;Sul
Rua Padre Carvalho;Pinheiros;68;2;1;Apartamento;3800;5396;05427-020;Oeste
Avenida Aratãs;Indianópolis;70;2;1;Apartamento;3100;4219;04029-200;Sul
Rua Helvétia;Campos Elíseos;42;1;0;Apartamento;1932;2406;01215-010;Central
Rua Fani Lerner;Parque Nações Unidas;43;2;0;Apartamento;1350;1402;02995-260;Norte
Rua Pedro Rendon;Jardim Consórcio;35;1;0;Casa;1350;1447;04436-080;Sul
Rua Valentim Magalhães;Água Rasa;10;1;0;Apartamento;1400;1454;03184-090;Leste
Rua Manuel de Faria Dória;Vila Paulistania;50;1;0;Casa;800;834;03720-030;Leste
Rua Antônio Hélio de Azevedo Marques;Vila Inglesa;40;1;0;Casa;1350;1441;04653-190;Sul
Rua Herval;Belenzinho;27;1;0;Studio e kitnet;2200;2793;03062-000;Leste
Avenida Vieira de Carvalho;República;29;1;0;Studio e kitnet;1150;1736;01210-010;Central
Rua João Dias de Vergara;Jardim Olinda;70;2;0;Casa;900;938;05765-250;Oeste
Rua Manoel Oliveira Gonçalves;Jardim Jaçanã;30;1;0;Casa;500;509;02318-390;Norte
Rua Madre de Deus;Mooca;56;2;1;Apartamento;2200;3244;03119-000;Leste
Rua Francisco Antunes;Vila Augusta;91;3;2;Apartamento;2700;3733;07040-010;Grande SP
Avenida Dória;Campo Belo;52;2;1;Apartamento;3000;4101;04635-070;Sul
Rua Tabor;Ipiranga;30;1;0;Casa;1650;1720;04202-020;Sul
Rua Doutor Diogo de Faria;Vila Clementino;25;1;0;Studio e kitnet;2590;3215;04037-000;Sul
Rua Almirante Calheiros;Tatuapé;38;2;1;Apartamento;3000;3672;03066-070;Leste
Rua Visconde de Itaboraí;Vila Azevedo;60;2;0;Casa;2115;2204;03314-000;Leste
Rua Machado Bitencourt;Vila Clementino;75;2;1;Apartamento;2500;3707;04039-000;Sul
Rua José Medina Zavalla;Vila Araguaia;43;1;0;Casa;620;647;03712-000;Leste
Rua Doutor Neto de Araújo;Vila Mariana;74;2;1;Apartamento;4600;6152;04111-000;Sul
Rua Ministro Godói;Perdizes;24;1;0;Apartamento;2500;3171;05015-000;Oeste
Rua Pentecostes;Vila Califórnia;28;1;0;Casa;695;758;03215-050;Leste
Rua Duarte de Azevedo;Santana;45;1;1;Apartamento;2500;3611;02036-020;Norte
Rua Professor Doutor José Marques da Cruz;Jardim das Acácias;26;1;0;Studio e kitnet;3500;3889;04707-020;Sul
Rua São João Gualberto;Vila Mafra;41;2;0;Apartamento;1572;1702;03414-140;Leste
Rua General Júlio Marcondes Salgado;Campos Elíseos;70;2;0;Apartamento;2200;2762;01216-000;Central
Avenida Pompéia;Vila Pompéia;50;2;2;Apartamento;2880;3999;05001-200;Oeste
Avenida Sebastião Henriques;Vila Siqueira (zona Norte);67;3;1;Apartamento;3000;3817;02723-050;Norte
Rua Afonso Bandeira de Melo;Campo Belo;30;1;0;Studio e kitnet;1350;1461;04613-060;Sul
Rua dos Marapés;Vila Campestre;40;1;0;Casa;730;761;04330-070;Sul
Rua Dona Antônia de Queirós;Consolação;56;2;1;Apartamento;4300;5139;01307-012;Central
Avenida Benjamin Harris Hunnicutt;Portal dos Gramados;48;2;1;Apartamento;1500;1798;07124-075;Grande SP
Avenida Sebastião Henriques;Vila Siqueira (zona Norte);53;2;1;Apartamento;1900;2745;02723-050;Norte
Rua Heitor Peixoto;Cambuci;45;2;1;Apartamento;2150;2853;01543-000;Central
Avenida Rebouças;Pinheiros;49;1;1;Apartamento;5962;6998;05402-000;Oeste
Rua Bacaetava;Vila Gertrudes;74;3;1;Apartamento;2800;4448;04705-010;Sul
Rua Evolução;Vila Brasilina;32;1;0;Casa;850;937;04161-060;Sul
Rua Bela Cintra;Consolação;58;2;1;Apartamento;4850;5684;04421-230;Sul
Rua Barão de Tatuí;Vila Buarque;25;1;0;Studio e kitnet;1250;1616;01226-030;Central
Rua Octacílio Celestino Gallo;Taboão;85;2;2;Apartamento;1718;2277;09660-080;Grande SP
Avenida Bosque da Saúde;Saúde;42;1;0;Casa;2000;2235;04045-001;Sul
Rua Francisca Miquelina;Bela Vista;27;1;0;Studio e kitnet;3500;4032;01319-001;Central
Praça da República;República;41;1;0;Apartamento;1020;1920;03026-005;Leste
Rua Jaceru;Vila Gertrudes;82;3;0;Casa;3200;3398;04705-000;Sul
Rua Manuel de Almeida;Vila Guilherme;40;2;0;Casa;1220;1272;02722-160;Norte
Rua Bartolomeu de Gusmão;Vila Mariana;32;1;1;Studio e kitnet;2560;3100;04111-020;Sul
Rua Frei Caneca;Consolação;30;1;0;Apartamento;3723;4260;01307-000;Central
Avenida Santos Dumont;Santana;54;2;1;Apartamento;1800;2293;02012-010;Norte
Rua Borba Gato;Santo Amaro;87;2;2;Apartamento;3700;5347;04747-030;Sul
Rua Alexandre Levi;Cambuci;61;3;2;Apartamento;2900;3727;01520-000;Central
Rua Capitão José Amaral;Vila Portuguesa;41;2;2;Apartamento;1530;1854;02832-110;Norte
Rua Professor Celso Quirino dos Santos;Cidade São Francisco;67;3;1;Apartamento;2000;2792;05353-030;Oeste
Rua Esmeralda Monteiro;Vila Campestre;50;1;0;Casa;940;999;04332-120;Sul
Avenida Guilherme;Vila Guilherme;61;3;1;Apartamento;3800;4417;01142-300;Central
Rua Coronel Francisco de Oliveira Simões;Paraíso do Morumbi;82;3;2;Apartamento;1820;3205;05706-280;Oeste
Rua Capistrano de Abreu;Barra Funda;50;2;1;Apartamento;2900;3667;01153-040;Central
Avenida Ipiranga;República;33;1;0;Studio e kitnet;1800;2519;03026-005;Leste
Rua Rego Barros;Jardim Vila Formosa;61;3;1;Apartamento;2800;3357;03450-000;Leste
Rua Francisco Coelho dos Santos Filho;Jardim Kuabara;42;1;0;Casa;1175;1259;06753-210;Grande SP
Rua Antônio Simplício;Parque Ramos Freitas;45;2;0;Casa;1150;1221;02353-110;Norte
Rua Guaianases;Campos Elíseos;28;1;0;Studio e kitnet;700;1150;01204-000;Central
Rua Pangaré;Vila Butantã;39;2;0;Apartamento;2000;2568;05360-130;Oeste
Rua Tamandaré;Aclimação;31;1;1;Apartamento;2500;3507;01510-001;Central
Rua Desembargador Rodrigues Sette;Jardim Peri;50;2;1;Apartamento;1350;2022;02634-070;Norte
Rua Abernesia;Santa Maria;42;2;1;Apartamento;2550;2868;09070-100;Grande SP
Rua Pedro Malaquias;Vila Carrão;68;3;1;Apartamento;4500;5289;03447-060;Leste
Rua Jorge Cândido Marin;Vila Santa Luzia;69;2;1;Apartamento;1500;2342;09668-125;Grande SP
Rua Horácio Alves da Costa;Jardim Nosso Lar;66;3;4;Apartamento;2500;3628;04401-000;Sul
Rua Tebas;Jardim Brasil (zona Sul);230;3;2;Casa;7800;8465;04634-030;Sul
Rua Alfredo Pujol;Bela Vista;25;1;1;Apartamento;2097;2487;02017-000;Norte
Rua Costeira;Jardim Arize;75;2;0;Casa;1090;1160;03573-010;Leste
Rua Heitor Penteado;Sumarezinho;80;3;1;Apartamento;3111;4067;05438-000;Oeste
Rua Doutor Bacelar;Vila Clementino;27;1;0;Studio e kitnet;4500;4892;04026-000;Sul
Rua Abílio Pedro Ramos;Vila Nilo;50;2;0;Casa;1020;1093;02279-000;Norte
Rua Doutor José Maurício de Oliveira;Vila Gopouva;69;3;2;Apartamento;2900;3657;07092-110;Grande SP
Rua Topázio, 701 - Vila Mariana, São Paulo - Sp, Brasil;Vila Mariana;33;1;1;Apartamento;2999;3853;04105-062;Sul
Avenida Raimundo Pereira de Magalhães;Jardim Iris;70;3;1;Apartamento;1550;2345;05144-000;Oeste
Rua João Cachoeira;Vila Nova Conceição;40;1;1;Studio e kitnet;5425;6467;01407-200;Central
Avenida Lins de Vasconcelos;Cambuci;85;2;2;Apartamento;5290;6579;01538-000;Central
Avenida Interlagos;Jardim Marajoara;95;2;1;Apartamento;3000;4612;04679-250;Sul
Avenida Doutora Ruth Cardoso;Pinheiros;69;2;1;Apartamento;3800;5202;05465-070;Oeste
Rua Artur Prado;Bela Vista;25;1;0;Studio e kitnet;2600;3200;01322-000;Central
Rua Campos Bicudo;Jardim Europa;50;1;1;Studio e kitnet;3500;5415;04536-010;Sul
Rua José Maria Lisboa;Jardim Paulista;160;3;1;Apartamento;4000;6890;01423-000;Central
Avenida Portugal;Centro;43;1;1;Apartamento;2000;3894;14020-073;Central
Avenida Bosque da Saúde;Vila da Saúde;41;1;1;Apartamento;2130;3193;04045-001;Sul
Rua Piratininga;Brás;53;2;1;Apartamento;2600;3555;04884-370;Sul
Rua Alvorada;Vila Olímpia;44;2;1;Apartamento;3300;5124;04550-003;Sul
Avenida Ipiranga;República;46;1;0;Apartamento;2500;2996;03026-005;Leste
Rua Francisco Estácio Fortes;Santa Cecilia;88;2;1;Apartamento;3341;4370;01233-060;Central
Rua do Lavapés;Cambuci;55;2;0;Apartamento;1100;1742;01519-000;Central
Rua Santa Isabel;Vila Buarque;27;1;0;Studio e kitnet;2620;3054;01221-010;Central
Avenida Bosque da Saúde;Vila da Saúde;45;1;1;Apartamento;2100;3494;04045-001;Sul
Rua José Getúlio;Liberdade;40;2;0;Apartamento;2360;2841;01509-001;Central
Rua Purpurina;Sumarezinho;55;2;1;Apartamento;5200;7262;05435-030;Oeste
Rua Doutor Mário Ferraz;Jardim Paulistano;50;1;1;Apartamento;6180;8215;01453-010;Central
Avenida Raimundo Pereira de Magalhães;Jardim Iris;66;2;1;Apartamento;1600;2212;05144-000;Oeste
Rua Doutor Virgílio de Carvalho Pinto;Pinheiros;110;2;2;Apartamento;8500;10230;05415-020;Oeste
Rua Macajuba;Jardim Iracema;26;1;0;Casa;730;743;05847-540;Oeste
Rua Xavier Gouveia;Parque Colonial;128;3;2;Apartamento;3900;6396;04610-010;Sul
Rua Maria Carolina;Jardim Paulistano;27;1;1;Studio e kitnet;5000;5779;01445-000;Central
Rua Washington Luís;Centro Histórico de São Paulo;23;1;1;Studio e kitnet;1600;2502;01033-010;Central
Rua Joaquim Floriano;Itaim Bibi;33;1;0;Studio e kitnet;6200;7179;04534-000;Sul
Alameda Lorena;Jardim Paulista;26;1;1;Studio e kitnet;4000;4779;01424-000;Central
Rua Desembargador Júlio César de Faria;Jardim Bonfiglioli;72;3;1;Apartamento;1800;2449;05595-030;Oeste
Rua Turiassu;Perdizes;39;2;0;Apartamento;4900;6089;05005-001;Oeste
Rua Hermeto Lima;Vila Alpina;42;2;1;Apartamento;2100;2416;03211-160;Leste
Rua Cayowaá;Perdizes;170;3;3;Apartamento;6000;10960;05005-070;Oeste
Rua Engenheiro Pegado;Vila Carrão;140;3;3;Casa;10000;10390;03430-003;Leste
Avenida Giovanni Gronchi;Vila Andrade;96;2;2;Apartamento;4200;5812;04533-085;Sul
Rua Padre Bento Ibáñez;Jardim Prudência;49;2;1;Apartamento;2220;3019;04649-030;Sul
Rua Coronel Oscar Porto;Paraíso;96;2;1;Apartamento;3000;4168;04003-000;Sul
Rua Senador César Lacerda Vergueiro;Sumarezinho;84;3;2;Apartamento;6000;7851;05435-010;Oeste
Rua Indiana;Brooklin Paulista;120;2;2;Casa;4000;4336;04562-000;Sul
Rua Sócrates;Vila Sofia;92;4;2;Apartamento;2611;4404;04671-071;Sul
Indianópolis, São Paulo - Sp, 04077-020, Brasil;Indianópolis;100;3;2;Apartamento;7000;8126;04077-020;Sul
Rua Apiacás;Pompeia;25;1;0;Apartamento;3560;4130;05017-020;Oeste
Rua Doutor Alvares Teixeira;Jardim Tango;15;1;1;Casa;15000;15640;03901-030;Leste
Avenida Professor Ascendino Reis;Vila Clementino;27;1;0;Studio e kitnet;2695;3339;04027-000;Sul
Rua Francisco Leitão;Jardim America;82;1;1;Apartamento;8000;9187;05414-020;Oeste
Rua Barão do Triunfo;Brooklin;116;2;3;Apartamento;7000;9810;04602-007;Sul
Rua Calixto da Mota;Vila Mariana;44;1;1;Apartamento;3900;5848;04117-100;Sul
Rua Catão;Vila Romana;42;1;0;Apartamento;1656;2139;05049-000;Oeste
Rua João Moura;Pinheiros;185;2;3;Apartamento;10000;13160;05402-000;Oeste
Rua Franklin do Amaral;Vila Nova Cachoeirinha;42;2;1;Apartamento;2500;3036;02479-000;Norte
Rua Joaquim Guarani;Jardim das Acacias;20;1;0;Studio e kitnet;3061;3500;04707-060;Sul
Avenida Raimundo Pereira de Magalhães;Pirituba;53;2;1;Apartamento;3000;3625;05092-040;Oeste
Avenida Pavão;Indianópolis;144;3;2;Apartamento;5330;8143;04516-012;Sul
Rua Conselheiro Brotero;Santa Cecilia;70;2;1;Apartamento;2700;3905;01233-070;Central
Rua Doutor Nicolino Morena;Vila Constança;73;3;1;Apartamento;3375;4085;02257-000;Norte
Rua Correia Dias;Paraíso;27;1;0;Studio e kitnet;3500;4339;04104-000;Sul
Rua Édison;Campo Belo;83;2;1;Apartamento;4800;6618;04618-030;Sul
Avenida Rebouças;Pinheiros;38;1;1;Apartamento;3500;4116;05402-000;Oeste
Rua Desembargador Aragão;Vila Mariana;23;1;0;Apartamento;2500;2892;04102-010;Sul
Rua Doutor Roberto Feijó;Vila Prudente;151;4;2;Casa;4000;4435;03154-000;Leste
Rua Henri Dunant;Santo Amaro;105;3;1;Apartamento;4400;6039;04709-110;Sul
Avenida Jandira;Indianópolis;162;3;3;Apartamento;10500;13570;04080-007;Sul
Rua Azevedo Soares;Vila Gomes Cardim;172;3;3;Apartamento;12000;14970;03322-000;Leste
Rua Afonso Braz;Vila Nova Conceição;27;1;0;Studio e kitnet;4080;4737;04501-001;Sul
Rua Doutor José de Andrade Figueira;Vila Suzana;110;3;2;Apartamento;4000;5431;05709-010;Oeste
Alameda Franca;Jardim Paulista;75;2;1;Apartamento;3300;5372;01422-000;Central
Avenida Nova Independência;Brooklin;125;2;3;Apartamento;9200;11960;04561-000;Sul
Avenida Esperança;Centro;170;4;4;Apartamento;7800;10190;07095-005;Grande SP
Avenida Padre Antônio José dos Santos;Cidade Monções;172;3;2;Apartamento;7500;9696;04617-005;Sul
Rua Serra de Botucatu;Vila Gomes Cardim;78;3;2;Apartamento;2300;3294;03317-000;Leste
Rua Guaraiúva;Cidade Monções;43;1;1;Studio e kitnet;3199;4214;04857-701;Sul
Rua Doutor Djalma Pinheiro Franco;Vila Mascote;25;1;0;Studio e kitnet;865;998;04368-006;Sul
Alameda Itu;Jardim Paulista;115;3;2;Apartamento;15000;18860;01421-000;Central
Rua Diego de Castilho;Jardim Fonte do Morumbi;201;3;3;Apartamento;8240;12990;05704-070;Oeste
Rua Joaquim Antunes;Pinheiros;89;2;1;Apartamento;11000;13110;05415-000;Oeste
Rua Francisco Tapajós;Vila Santo Estéfano;70;2;1;Apartamento;2300;3402;04123-000;Sul
Rua dos Franceses;Morro dos Ingleses;37;1;1;Apartamento;2210;4049;01329-010;Central
Rua Casa do Ator;Vila Olímpia;100;3;1;Apartamento;3700;5671;04546-000;Sul
Avenida Ibirapuera;Indianópolis;27;1;1;Apartamento;2960;5366;04029-000;Sul
Rua Santa Justina;Vila Olímpia;26;1;1;Apartamento;3800;5622;04545-040;Sul
Avenida Professor Francisco Morato;Vila Sônia;77;2;1;Apartamento;2800;3495;05512-000;Oeste
Avenida Presidente Humberto de Alencar Castelo Branco;Jardim Guarulhos;78;2;1;Apartamento;1250;1710;07090-000;Grande SP
Dona Maria Pera;São Judas;90;3;2;Apartamento;2900;4189;04303-140;Sul
Rua Passo da Pátria;Bela Aliança;101;3;2;Apartamento;3600;5412;05085-000;Oeste
Rua São Gil;Tatuapé;105;3;3;Apartamento;5500;7117;03401-030;Leste
Rua Bandeira Paulista;Itaim Bibi;80;1;2;Apartamento;6500;11360;04532-010;Sul
Rua Diana;Perdizes;127;3;2;Apartamento;8200;10200;05019-000;Oeste
Rua Engenheiro Sá Freire;Jardim Ângela (zona Leste);57;1;1;Casa;1000;1204;03985-070;Leste
Rua Teixeira Leite;Liberdade;75;1;0;Apartamento;1700;2119;01514-010;Central
Rua Doutor Solon Fernandes;Vila Rosalia;40;1;0;Studio e kitnet;1200;1416;07072-080;Grande SP
Avenida Professor Abraão de Morais;Saúde;145;3;2;Casa;3600;3986;04123-000;Sul
Rua Doutor Joaquim D'aquino Fonseca;Sítio do Mandaqui;90;2;1;Casa;1500;1563;02542-080;Norte
Avenida Júlio Buono;Vila Gustavo;45;2;0;Apartamento;1600;1763;02201-000;Norte
Rua Dona Cesária Fagundes;Saúde;125;4;2;Casa;3200;3465;04054-030;Sul
Rua do Oratório;Alto da Mooca;70;2;0;Apartamento;1577;1637;03195-000;Leste
Avenida Sapopemba;Vila Regente Feijó;36;1;0;Casa;950;1057;03345-000;Leste
Rua Santa Luzia;Liberdade;40;1;0;Apartamento;1450;1776;01534-001;Central
Rua João Pimentel;Parque Peruche;60;1;0;Casa;1263;1346;02535-150;Norte
Rua Edvard Carmilo;Jardim Celeste;35;2;0;Apartamento;1300;1647;05534-000;Oeste
Rua Águas Claras;Jardim Peri;70;2;1;Casa em condomínio;1650;1814;02931-000;Norte
Rua Luiz Grassmann;Jardim Mirante;35;1;0;Apartamento;1500;1858;05801-050;Oeste
Rua Gastão Madeira;Vila Maria Alta;48;1;0;Casa;1150;1308;02131-080;Norte
Rua Marquês de Abrantes;Chácara Tatuapé;45;1;0;Casa;1402;1542;03060-020;Leste
Rua Alfredo Pujol;Santana;60;2;1;Apartamento;1500;2463;02017-000;Norte
Rua Carlo Pallavicino;Jardim Vivan;70;2;1;Apartamento;1155;1559;02993-110;Norte
Rua Tenente Coronel Soares Neiva;Vila Aricanduva;55;1;1;Casa;1500;1610;03503-000;Leste
Rua Doutor Solon Fernandes;Vila Rosalia;55;1;0;Studio e kitnet;1350;1556;07072-080;Grande SP
Rua Eunice;Vila Ré;60;1;0;Casa;1150;1199;03656-020;Leste
Rua Vergueiro;Vila Firmiano Pinto;65;1;0;Apartamento;1596;1787;01504-000;Central
Rua Cristóvão Bezerra Dantas;Parque Vitoria;60;1;0;Casa;1130;1222;02270-050;Norte
Praça Santa Adelaide;Cidade Vargas;70;2;2;Casa;2500;2690;04317-180;Sul
Rua Pio Xii;Liberdade;60;2;1;Apartamento;3000;4119;01323-000;Central
Rua José Piedade;Vila Dalila;30;1;1;Casa;650;769;03521-050;Leste
Rua Joel Jorge de Melo;Vila Mariana;48;1;0;Casa;1980;2211;04128-080;Sul
Rua Bimbarra;Vila Formosa;53;2;2;Apartamento;2800;3808;03355-020;Leste
Rua Madrid;Parque Sevilha;120;3;1;Casa;2618;3124;03157-010;Leste
Avenida Paes de Barros;Mooca;60;1;0;Apartamento;1500;2152;03114-000;Leste
Rua Serra de Jairé;Quarta Parada;38;2;0;Studio e kitnet;1820;2268;03175-010;Leste
Rua Umburetama;Ipiranga;120;4;1;Casa;3700;4107;04275-010;Sul
Rua Emílio Lessore;Piqueri;110;3;4;Casa;3000;3294;02914-040;Norte
Rua Vicente Amato Sobrinho;Jaraguá;63;2;2;Casa em condomínio;1340;1572;02995-005;Norte
Rua Doutor Brasilio Machado;Santa Cecília;115;3;0;Apartamento;4300;5472;01230-010;Central
Rua Irmã Maria Amélia;Vila Pirituba;50;1;1;Casa;1150;1259;05172-090;Oeste
Avenida Secundino Domingues;Jardim Independência;35;1;0;Apartamento;1000;1103;03223-110;Leste
Rua Guaianazes;Campos Elíseos;57;2;0;Apartamento;1683;2018;01204-000;Central
Rua José Rangel de Camargo;Parque Peruche;60;2;0;Casa;2300;2435;02538-010;Norte
Rua Henrique Sertório;Tatuapé;39;1;0;Casa;1100;1247;03066-065;Leste
Rua Guaianases;Campos Elíseos;39;1;0;Studio e kitnet;800;1141;01204-000;Central
Rua Valson Lopes;Vila Butantã;39;2;0;Apartamento;2700;3096;05360-020;Oeste
Maria Curupaiti;Vila Ester (zona Norte);60;2;1;Apartamento;1505;2176;02452-000;Norte
Rua Umburetama;Ipiranga;70;2;1;Casa;1950;1983;04275-010;Sul
Rua dos Carmelitas;Sé;41;1;0;Apartamento;868;1358;01020-010;Central
Travessa Francisco Benetti;Vila Cruzeiro;130;2;1;Casa;2516;2626;04727-110;Sul
Rua Capote Valente;Pinheiros;70;2;1;Casa;3900;4333;05409-000;Oeste
Rua Ada Negri;Santo Amaro;22;1;0;Studio e kitnet;1050;1175;04755-000;Sul
Rua Tenente Oswaldo Antônio;Parque Edu Chaves;70;2;0;Casa;1712;1785;02236-160;Norte
Avenida Engenheiro Heitor Antônio Eiras Garcia;Jardim Esmeralda;50;1;1;Studio e kitnet;2280;2368;05588-000;Oeste
Rua Bela Cintra, 32 - Consolação, São Paulo - Sp, Brasil;Consolação;47;1;1;Apartamento;3100;3976;01415-000;Central
Rua Jaguariaíva;Vila Guilhermina;40;2;0;Apartamento;1500;1907;03545-070;Leste
Rua Rio Preto;Vila Valparaíso;70;2;2;Apartamento;2700;3366;09060-090;Grande SP
Rua Antônio Carlos dos Santos;Cidade Patriarca;33;1;0;Studio e kitnet;1113;1387;03547-010;Leste
Rua Fradique Coutinho;Pinheiros;60;1;0;Casa;5090;5642;05422-011;Oeste
Avenida Ramalho Ortigão;Vila Gumercindo;142;2;1;Casa;2875;3124;04130-010;Sul
Rua Antônio Viêira;Casa Verde Alta;35;1;0;Apartamento;630;740;02544-040;Norte
Rua Feliciano Bicudo;Vila Paulicéia;80;1;0;Casa;2200;2537;02301-020;Norte
Rua Amarais;Vila Carrão;120;3;0;Casa;2550;2744;03436-040;Leste
Rua Francisca Miquelina;Bela Vista;41;1;0;Studio e kitnet;2100;3011;01319-001;Central
Rua Alexandre Teixeira;Vila Euthalia;98;3;2;Casa;2414;2516;03519-080;Leste
Rua Cerro Largo;Vila Gustavo;60;1;0;Casa;1440;1501;02209-080;Norte
Rua Engenheiro Silva Braga;Vila Brasilina;50;1;0;Casa;1095;1232;04163-210;Sul
Rua Siqueira Alves;Vila Leopoldina;140;3;3;Casa;2490;2670;09015-400;Grande SP
Rua Coronel Luiz Lobo;Vila Ré;120;2;2;Casa;2500;2606;03659-070;Leste
Rua das Municipalidades;Ipiranga;50;2;1;Apartamento;1880;2202;04214-040;Sul
Rua Itamonte;Vila Medeiros;250;3;2;Casa;4000;4170;02220-000;Norte
Rua João Artoni Testae;Cocaia;50;1;0;Casa;1000;1057;07130-510;Grande SP
Viaduto Dona Paulina;Centro Histórico de São Paulo;40;1;0;Studio e kitnet;1324;1843;01501-020;Central
Rua João Mafra;Vila Brasílio Machado;62;2;2;Apartamento;1900;2729;04288-000;Sul
Rua Fernão Dias;Pinheiros;122;2;1;Casa;6500;7160;05426-200;Oeste
Rua Barão de Tefé;Água Branca;55;1;0;Casa;2470;2819;05003-040;Oeste
Rua Aguapeí;Santa Maria;88;2;2;Apartamento;2140;2618;09070-090;Grande SP
Travessa Leon Berry;Jardim Paulista;36;1;1;Casa;2300;2578;01402-030;Central
Rua dos Andradas;Santa Ifigênia;40;1;0;Studio e kitnet;1000;1354;01208-000;Central
Rua dos Parecis;Cambuci;55;2;1;Apartamento;2700;3638;01527-030;Central
Rua Cândido Portinari;Rudge Ramos;45;1;1;Studio e kitnet;1279;1545;09623-010;Grande SP
Rua Olímpia de Almeida Prado;Barra Funda;58;1;1;Apartamento;3300;4252;01151-010;Central
Avenida Padre Arlindo Vieira;Jardim Vergueiro (sacoma);47;2;0;Apartamento;1260;1845;04166-003;Sul
Rua Natividade Saldanha;São Lucas;25;1;0;Apartamento;1150;1417;03223-150;Leste
Rua Baía Grande;Vila Bela;52;2;1;Apartamento;2146;2609;03202-000;Leste
Rua Barão de Iguape;Liberdade;45;2;0;Apartamento;1600;2159;01502-000;Central
Avenida Nove de Julho;Bela Vista;32;1;0;Apartamento;2540;2938;01312-000;Central
Rua Albino Boldasso Gabril;Vila Cruzeiro;43;1;0;Studio e kitnet;1300;1494;04727-030;Sul
Rua Edmundo Kirmayr;Vila Roque;50;2;1;Apartamento;2000;2538;02474-130;Norte
Rua Coronel Diogo;Jardim da Glória;83;2;0;Casa;2340;2430;01545-000;Central
Rua Aulinda Queiroz de Matos;Sacomã;55;1;1;Casa;2536;2934;04256-280;Sul
Rua Petrobrás;Vila Antonieta;80;2;1;Casa;1600;1718;03474-060;Leste
Rua Doutor Morais Dantas;Vila Barbosa;50;1;1;Apartamento;1155;1659;02556-170;Norte
Rua Ernest Friedrich Jost;Pinheiros;145;1;0;Casa;13300;14150;05429-070;Oeste
Rua Coronel Virgilio dos Santos;Vila Santa Edwiges;48;2;1;Apartamento;1700;2009;05115-000;Oeste
Rua Equici;Vila Esperança;100;2;2;Casa em condomínio;2200;2643;03647-040;Leste
Rua Coronel Luís Barroso;Santo Amaro;35;1;1;Apartamento;2300;3345;04750-030;Sul
Rua Santa Romana;Vila Pereira Cerca;75;3;1;Casa;2000;2085;02931-020;Norte
Rua Coelho Barradas;Parque da Vila Prudente;32;1;0;Apartamento;2440;2809;03139-050;Leste
Praça Carlos Gomes;Centro;33;1;0;Studio e kitnet;1230;1710;01501-030;Central
Rua Ernesto Eugênio Piedade;Vila Medeiros;75;2;1;Casa;2760;2972;02217-120;Norte
Rua Torquato Neto;Brás;50;2;1;Apartamento;1700;2343;03041-030;Leste
